514	3 
515	12 
516	12 
517	6 
518	3 
519	1 
520	2 
521	2 
522	6 
523	6 
524	8 
525	8 
526	10 
527	1 
528	7 
529	4 
530	11 
531	8 
532	5 
533	7 
534	4 
535	10 
536	8 
537	4 
538	11 
539	12 
540	11 
541	9 
542	5 
543	12 
544	8 
545	5 
546	12 
547	10 
548	10 
549	2 
550	4 
551	2 
552	5 
553	3 
554	2 
555	9 
556	9 
557	11 
558	8 
559	2 
560	11 
561	12 
562	3 
563	12 
564	9 
565	10 
566	8 
567	9 
568	9 
569	8 
570	7 
571	4 
572	9 
573	11 
574	10 
575	6 
576	10 
577	11 
578	5 
579	2 
580	12 
581	9 
582	2 
583	9 
584	6 
585	4 
586	4 
587	10 
588	12 
589	1 
590	3 
591	7 
592	9 
593	8 
594	10 
595	8 
596	9 
597	3 
598	12 
599	7 
600	7 
601	4 
602	5 
603	11 
604	10 
605	3 
606	7 
607	11 
608	5 
609	11 
610	11 
611	2 
612	11 
613	2 
614	5 
615	4 
616	2 
617	5 
618	9 
619	12 
620	1 
621	9 
622	1 
623	7 
624	8 
625	3 
626	3 
627	4 
628	4 
629	5 
630	8 
631	6 
632	8 
633	9 
634	5 
635	3 
636	1 
637	1 
638	9 
639	12 
640	12 
641	12 
642	5 
643	8 
644	6 
645	7 
646	10 
647	2 
648	8 
649	11 
650	2 
651	5 
652	6 
653	12 
654	9 
655	4 
656	2 
657	9 
658	8 
659	6 
660	6 
661	8 
662	7 
663	8 
664	9 
665	7 
666	11 
667	7 
668	4 
669	6 
670	4 
671	7 
672	2 
673	3 
674	10 
675	8 
676	3 
677	9 
678	5 
679	2 
680	8 
681	6 
682	12 
683	1 
684	2 
685	11 
686	2 
687	11 
688	1 
689	12 
690	3 
691	4 
692	2 
693	6 
694	6 
695	3 
696	11 
697	3 
698	2 
699	12 
700	4 
701	9 
702	10 
703	11 
704	11 
705	3 
706	5 
707	6 
708	2 
709	6 
710	4 
711	12 
712	7 
713	5 
714	3 
715	8 
716	10 
717	12 
718	10 
719	1 
720	2 
721	5 
722	9 
723	3 
724	6 
725	10 
726	10 
727	6 
728	7 
729	11 
730	5 
731	7 
732	12 
733	3 
734	11 
735	3 
736	6 
737	9 
738	2 
739	1 
740	4 
741	8 
742	3 
743	4 
744	12 
745	9 
746	8 
747	1 
748	9 
749	6 
750	5 
751	8 
752	11 
753	6 
754	10 
755	7 
756	4 
757	7 
758	1 
759	1 
760	8 
761	11 
762	3 
763	4 
764	7 
765	8 
766	8 
767	4 
768	6 
769	3 
770	10 
771	7 
772	7 
773	12 
774	8 
775	12 
776	2 
777	5 
778	4 
779	12 
780	3 
781	4 
782	7 
783	2 
784	12 
785	6 
786	11 
787	4 
788	5 
789	12 
790	12 
791	1 
792	4 
793	7 
794	2 
795	12 
796	6 
797	8 
798	6 
799	7 
800	9 
801	1 
802	5 
803	8 
804	12 
805	11 
806	7 
807	1 
808	7 
809	10 
810	4 
811	7 
812	10 
813	10 
814	8 
815	4 
816	12 
817	12 
818	11 
819	2 
820	1 
821	3 
822	12 
823	5 
824	4 
825	11 
826	5 
827	3 
828	11 
829	8 
830	2 
831	5 
832	2 
833	7 
834	10 
835	8 
836	9 
837	12 
838	1 
839	4 
840	12 
841	10 
842	11 
843	7 
844	8 
845	6 
846	9 
847	9 
848	11 
849	12 
850	4 
851	8 
852	12 
853	7 
854	11 
855	11 
856	3 
857	10 
858	12 
859	4 
860	8 
861	6 
862	7 
863	8 
864	5 
865	11 
866	3 
867	10 
868	11 
869	1 
870	3 
871	9 
872	3 
873	6 
874	5 
875	12 
876	1 
877	5 
878	4 
879	5 
880	10 
881	6 
882	12 
883	6 
884	9 
885	3 
886	11 
887	8 
888	4 
889	7 
890	5 
891	9 
892	9 
893	11 
894	9 
895	12 
896	10 
897	1 
898	6 
899	1 
900	2 
901	4 
902	12 
903	12 
904	2 
905	2 
906	2 
907	6 
908	8 
909	3 
910	12 
911	11 
912	4 
913	7 
914	5 
915	9 
916	5 
917	10 
918	9 
919	12 
920	10 
921	1 
922	2 
923	12 
924	12 
925	6 
926	5 
927	1 
928	11 
929	4 
930	12 
931	11 
932	6 
933	11 
934	2 
935	3 
936	8 
937	1 
938	3 
939	3 
940	12 
941	8 
942	7 
943	5 
944	3 
945	8 
946	8 
947	12 
948	11 
949	1 
950	3 
951	6 
952	9 
953	5 
954	10 
955	4 
956	4 
957	5 
958	3 
959	3 
960	8 
961	2 
962	6 
963	7 
964	8 
965	2 
966	10 
967	10 
968	9 
969	5 
970	6 
971	7 
972	2 
973	2 
974	9 
975	1 
976	2 
977	8 
978	6 
979	9 
980	9 
981	2 
982	1 
983	5 
984	10 
985	12 
986	6 
987	3 
988	8 
989	9 
990	10 
991	2 
992	10 
993	12 
994	3 
995	4 
996	9 
997	12 
998	11 
999	11 
1000	9 
